CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Customer_Phone,DateFirstPurchase,CommuteDistance 
26800,315,Lauren,Lewis,4/6/1982,S,F,lauren39@adventure-works.com,40000,0,0,Partial College,Skilled Manual,0,1,593 Chatworth,,836-555-0132,7/25/2013,1-2 Miles
27035,372,Ana,Long,10/13/1961,S,F,ana9@adventure-works.com,20000,3,0,Partial High School,Clerical,1,2,7560 Big Canyon Road,,468-555-0163,7/25/2013,1-2 Miles
26201,369,Dalton,Watson,10/19/1979,S,M,dalton70@adventure-works.com,80000,0,0,Bachelors,Management,1,1,6790 Falcon Dr.,,511-555-0114,1/10/2012,1-2 Miles
24739,343,Dalton,Sanders,9/10/1959,M,M,dalton73@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,1794 Portside Ct.,,389-555-0169,8/7/2013,0-1 Miles
27481,361,Oscar,Gonzales,11/24/1982,S,M,oscar3@adventure-works.com,70000,0,0,Partial College,Skilled Manual,0,2,9396 Viera Avenue,,968-555-0111,8/8/2013,5-10 Miles
27039,374,Jonathan,Lewis,4/24/1967,S,M,jonathan75@adventure-works.com,30000,2,0,High School,Skilled Manual,0,2,2269 Mcelroy,,923-555-0152,8/29/2013,0-1 Miles
26539,302,Faith,Hayes,10/23/1973,S,F,faith22@adventure-works.com,130000,1,0,Graduate Degree,Management,0,2,5199 James Donlon Blvd,,330-555-0137,5/12/2012,0-1 Miles
26612,299,Janet,Romero,9/1/1966,M,F,janet14@adventure-works.com,40000,4,3,High School,Skilled Manual,1,3,8015 Climbing Vine Court,,449-555-0114,10/20/2013,10+ Miles
27031,326,Jessica,Garcia,5/9/1961,S,F,jessica64@adventure-works.com,30000,1,0,High School,Clerical,0,2,5659 Tehaschapi Way,,468-555-0120,11/7/2013,1-2 Miles
26704,300,Frank,Alvarez,9/7/1973,S,M,frank35@adventure-works.com,110000,1,3,Bachelors,Management,0,2,6524 Geriola Court,,767-555-0177,11/12/2013,1-2 Miles
28026,352,Paige,Ross,1/18/1969,M,F,paige4@adventure-works.com,40000,2,1,High School,Professional,0,2,796 Rain Drop Circle,,424-555-0112,11/27/2013,2-5 Miles
27190,301,Shelby,Reed,10/24/1979,M,F,shelby20@adventure-works.com,40000,3,3,Partial College,Clerical,1,1,9420 Fillet Ave,,833-555-0126,1/4/2014,1-2 Miles
26709,331,Mary,King,1/8/1961,S,F,mary32@adventure-works.com,80000,2,0,Partial High School,Skilled Manual,0,2,9204 Birch Bark Dr.,,456-555-0173,10/10/2013,1-2 Miles
27918,302,Samantha,Ross,8/16/1983,M,F,samantha29@adventure-works.com,70000,0,0,Partial College,Skilled Manual,1,2,1433 Manila Avenue,,956-555-0151,2/16/2011,5-10 Miles
26809,355,Julia,Morgan,5/4/1971,S,F,julia50@adventure-works.com,50000,3,3,Bachelors,Skilled Manual,0,2,1403 Mcmillan Ave.,,700-555-0173,5/9/2013,0-1 Miles
26738,352,Katherine,Simmons,5/3/1971,S,F,katherine41@adventure-works.com,40000,4,0,High School,Professional,1,2,1111 Bayview Cr,,186-555-0182,11/30/2013,5-10 Miles
28086,298,Bridget,Anand,8/12/1984,S,F,bridget22@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,1,313 Park Highlands,,144-555-0110,4/8/2013,5-10 Miles
28281,310,Juan,Cox,6/24/1941,M,M,juan20@adventure-works.com,70000,4,0,Graduate Degree,Management,1,2,9566 River Ash Court,,627-555-0113,4/27/2013,5-10 Miles
27616,335,Emma,Brown,6/10/1971,S,F,emma3@adventure-works.com,120000,3,2,Bachelors,Management,1,4,3455 Southbrook Dr.,,231-555-0147,12/31/2010,2-5 Miles
27038,334,Eduardo,Reed,6/13/1962,M,M,eduardo87@adventure-works.com,30000,2,0,High School,Skilled Manual,1,2,2674 Ridge Circle,,321-555-0168,11/9/2013,1-2 Miles
28269,325,Alexandra,Green,8/23/1966,S,F,alexandra56@adventure-works.com,130000,1,3,Bachelors,Management,0,1,5219 Bailey Ln.,,370-555-0149,3/10/2013,2-5 Miles
26557,312,Katelyn,Morgan,1/10/1982,S,F,katelyn21@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,2,8434 Ringing Court,,607-555-0179,5/11/2013,5-10 Miles
25397,316,Lucas,Bradley,10/25/1976,M,M,lucas50@adventure-works.com,70000,3,0,Graduate Degree,Professional,1,0,8577 Dies Dorados,,464-555-0121,6/24/2013,2-5 Miles
26804,372,Trinity,Sanders,5/11/1980,S,F,trinity3@adventure-works.com,50000,0,0,Partial College,Skilled Manual,1,1,4083 Mendocino Drive,,245-555-0135,6/24/2013,5-10 Miles
28104,312,Hannah,Williams,2/18/1983,M,F,hannah3@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,2,495 Alameda Drive,,254-555-0139,11/29/2013,5-10 Miles
27010,307,Jordyn,Patterson,5/13/1981,M,F,jordyn10@adventure-works.com,40000,3,3,Partial College,Clerical,1,0,4438 Chrislend Court,,897-555-0117,1/12/2014,1-2 Miles
27579,307,Bruce,Suarez,9/11/1963,M,M,bruce40@adventure-works.com,70000,5,4,Graduate Degree,Professional,1,2,2943 Eagle Peak Road,,347-555-0197,10/18/2013,2-5 Miles
25985,347,Justin,Harris,11/23/1968,M,M,justin41@adventure-works.com,60000,3,2,Graduate Degree,Professional,0,0,9260 Brown St.,,544-555-0177,7/11/2011,0-1 Miles
27301,302,Clarence,Zhou,3/15/1959,M,M,clarence4@adventure-works.com,70000,4,3,Partial College,Professional,1,1,6566 Serene Ct.,,102-555-0122,10/24/2013,10+ Miles
26788,307,Destiny,Howard,11/8/1983,S,F,destiny37@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,9021 Onley Dr,,776-555-0156,2/4/2013,5-10 Miles
24528,310,Katherine,Hernandez,5/12/1973,S,F,katherine66@adventure-works.com,110000,0,1,Graduate Degree,Management,0,2,8079 Prestwick Drive,,658-555-0194,2/4/2013,1-2 Miles
29003,307,Veronica,Perez,10/16/1953,M,F,veronica23@adventure-works.com,70000,2,1,Partial College,Professional,1,2,3858 Vista Diablo,,416-555-0114,9/8/2013,10+ Miles
27065,322,Jordan,Wright,8/10/1978,M,M,jordan74@adventure-works.com,40000,1,0,Graduate Degree,Skilled Manual,1,0,3697 Leland Way,,341-555-0111,7/1/2013,1-2 Miles
23328,316,Julian,Butler,10/2/1985,M,M,julian16@adventure-works.com,30000,0,0,Partial College,Skilled Manual,1,2,2312 Richard Ave.,,111-555-0173,8/26/2013,5-10 Miles
28127,368,Fernando,Price,12/15/1980,M,M,fernando44@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,2,8274 Gladstone Drive,,678-555-0146,4/7/2013,5-10 Miles
25889,301,Reginald,Munoz,11/23/1955,M,M,reginald14@adventure-works.com,60000,2,1,Partial College,Professional,0,1,9622 Precipice Court,,808-555-0181,3/12/2011,2-5 Miles
24359,383,Zachary,Shan,8/1/1969,S,M,zachary0@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,7305 Humphrey Drive,,680-555-0111,5/5/2013,2-5 Miles
27204,307,Devin,Hall,11/29/1959,S,M,devin21@adventure-works.com,30000,1,0,High School,Clerical,0,1,912 Valley Blvd.,,351-555-0129,7/27/2013,5-10 Miles
28258,360,Destiny,Bryant,3/8/1968,S,F,destiny65@adventure-works.com,130000,1,3,Bachelors,Management,0,1,2773 Kirkwood Dr,,658-555-0177,1/1/2014,2-5 Miles
25417,302,Savannah,Bell,11/23/1972,S,F,savannah13@adventure-works.com,50000,2,2,Bachelors,Skilled Manual,0,1,869 Welle Road,,141-555-0179,6/26/2013,0-1 Miles
28267,302,Jordan,Young,9/9/1966,M,F,jordan46@adventure-works.com,110000,1,3,Partial College,Professional,1,4,8824 D Apling Court,,434-555-0159,2/28/2013,5-10 Miles
27385,301,Jonathon,Ramos,10/15/1950,M,M,jonathon13@adventure-works.com,60000,3,0,Graduate Degree,Management,0,2,4001 Fawn Glen Circle,,783-555-0118,9/16/2013,1-2 Miles
25092,337,Emily,Jackson,10/13/1971,M,F,emily12@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,8994 Richard Ave.,,373-555-0132,1/7/2013,2-5 Miles
29040,299,Colleen,Liu,3/16/1980,S,F,colleen4@adventure-works.com,70000,5,5,Graduate Degree,Professional,0,2,4838 Gill Dr.,,542-555-0171,2/6/2013,0-1 Miles
27032,359,Miguel,Garcia,9/6/1966,S,M,miguel16@adventure-works.com,30000,1,0,High School,Clerical,1,2,7324 Mt. Tri-state Ct.,,772-555-0148,1/18/2014,1-2 Miles
25086,299,Jasmine,Cox,2/23/1967,M,F,jasmine30@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,679 Pepperidge Way,,250-555-0113,12/30/2012,2-5 Miles
14099,13,Rafael,Lin,5/23/1945,M,M,rafael8@adventure-works.com,40000,2,0,Bachelors,Management,1,2,5265 Lorraine Ave.,,1 (11) 500 555-0159,3/17/2013,0-1 Miles
27688,4,Arthur,Sanz,6/24/1974,S,M,arthur42@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,2707 Virgil Street,,1 (11) 500 555-0193,1/28/2013,5-10 Miles
16338,23,Barbara,Zhang,9/15/1954,M,F,barbara10@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,39 Southbrook Drive,,1 (11) 500 555-0134,1/28/2013,1-2 Miles
23329,9,Sharon,Raji,5/12/1958,M,F,sharon26@adventure-works.com,20000,2,1,Partial High School,Clerical,1,3,3598 Wildberry Court,,1 (11) 500 555-0116,8/23/2013,5-10 Miles
11000,26,Jon,Yang,10/6/1971,M,M,jon24@adventure-works.com,90000,2,0,Bachelors,Professional,1,0,3761 N. 14th St,,1 (11) 500 555-0162,1/19/2011,1-2 Miles
27981,36,Aimee,Hu,1/30/1982,S,F,aimee15@adventure-works.com,80000,0,0,Bachelors,Professional,0,4,9748 Sutherland Dr,,1 (11) 500 555-0141,1/31/2013,10+ Miles
19103,21,Johnathan,Raman,1/23/1976,M,M,johnathan14@adventure-works.com,150000,0,5,Partial High School,Professional,0,4,4418 Lisa Lee Lane,,1 (11) 500 555-0157,3/3/2013,10+ Miles
28926,27,Danny,Schmidt,11/12/1981,S,M,danny21@adventure-works.com,70000,0,0,Bachelors,Professional,0,2,1192 Tosca Way,,1 (11) 500 555-0174,11/13/2013,10+ Miles
19582,20,Bethany,Luo,3/25/1974,S,F,bethany9@adventure-works.com,70000,5,5,Bachelors,Professional,1,4,6868 Firestone,,1 (11) 500 555-0142,11/14/2013,10+ Miles
14058,20,Johnny,Anand,6/10/1976,S,M,johnny23@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,9318 Hawkridge Terrace,,1 (11) 500 555-0132,8/6/2012,5-10 Miles
14209,5,Craig,Ramos,10/6/1980,M,M,craig16@adventure-works.com,60000,0,0,Bachelors,Professional,1,4,8932 Condor Place,,1 (11) 500 555-0196,2/21/2013,10+ Miles
11894,25,Ann,Gonzalez,4/30/1980,M,F,ann23@adventure-works.com,100000,1,0,Graduate Degree,Management,1,0,4166 Deercreek Ln.,,1 (11) 500 555-0118,9/22/2011,2-5 Miles
11910,4,Jaclyn,Zheng,12/10/1971,M,F,jaclyn21@adventure-works.com,80000,5,5,Graduate Degree,Management,1,3,7413 Alpine Drive,,1 (11) 500 555-0117,10/9/2011,0-1 Miles
27878,25,Dennis,He,6/11/1983,S,M,dennis20@adventure-works.com,20000,0,0,Partial College,Manual,0,0,6790 Loma Linda,,1 (11) 500 555-0171,8/3/2013,0-1 Miles
28213,35,Jared,Morgan,3/9/1979,M,M,jared14@adventure-works.com,70000,5,5,Bachelors,Professional,0,3,4846 Colfax St.,,1 (11) 500 555-0143,8/11/2013,10+ Miles
15026,21,Felicia,Diaz,1/6/1958,S,F,felicia3@adventure-works.com,40000,2,0,Partial College,Clerical,1,2,6896 Camino Norte,,1 (11) 500 555-0118,4/19/2013,5-10 Miles
12341,5,Katie,Kumar,3/9/1982,M,F,katie10@adventure-works.com,80000,0,0,Bachelors,Professional,1,2,1463 Lincoln Dr,,1 (11) 500 555-0140,1/4/2012,10+ Miles
12698,13,Mohamed,Pal,5/10/1981,M,M,mohamed2@adventure-works.com,110000,0,5,High School,Management,1,4,6711 Frayne Ct.,,1 (11) 500 555-0110,3/13/2012,10+ Miles
14316,2,Leonard,Anand,7/7/1967,M,M,leonard24@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,2786 Class Avenue,,1 (11) 500 555-0161,8/30/2012,0-1 Miles
27971,4,Jodi,Jai,8/29/1979,S,F,jodi11@adventure-works.com,80000,0,0,Bachelors,Professional,0,3,7446 The Alameda,,1 (11) 500 555-0121,10/30/2013,10+ Miles
27594,12,Nicolas,Andersen,11/10/1972,S,M,nicolas11@adventure-works.com,80000,5,5,Graduate Degree,Management,1,3,5473 Sunshine,,1 (11) 500 555-0112,3/12/2013,0-1 Miles
28109,34,Leonard,Tang,9/3/1955,S,M,leonard5@adventure-works.com,20000,2,1,Partial High School,Clerical,0,2,3606 Bolton Circle,,1 (11) 500 555-0181,3/12/2013,1-2 Miles
27720,25,Arturo,Wang,8/31/1971,M,M,arturo1@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,3,1707 Poor Ridge Court,,1 (11) 500 555-0191,3/2/2013,5-10 Miles
28216,15,Adrienne,Ramos,7/23/1972,M,F,adrienne14@adventure-works.com,70000,5,5,Bachelors,Professional,0,3,1567 Midway Ct,,1 (11) 500 555-0145,3/2/2013,10+ Miles
28138,38,Marvin,Ramos,5/12/1964,S,M,marvin18@adventure-works.com,100000,1,0,Bachelors,Management,0,4,9641 M St.,,1 (11) 500 555-0156,1/25/2014,0-1 Miles
19571,19,Sydney,Johnson,8/9/1978,S,F,sydney65@adventure-works.com,80000,5,5,Graduate Degree,Management,1,3,7341 Rockne Drive,,1 (11) 500 555-0128,3/16/2013,0-1 Miles
29458,17,Danny,Moreno,8/24/1982,S,M,danny7@adventure-works.com,10000,0,0,High School,Manual,1,1,1170 Shaw Rd,,1 (11) 500 555-0188,9/14/2013,2-5 Miles
19581,35,Todd,Ma,8/8/1970,M,M,todd15@adventure-works.com,70000,5,5,Bachelors,Professional,1,4,3625 Pinehurst Court,,1 (11) 500 555-0161,9/19/2013,10+ Miles
27970,11,Willie,Andersen,3/8/1981,M,M,willie32@adventure-works.com,80000,0,0,Bachelors,Professional,1,2,8000 Kiska Court,,1 (11) 500 555-0150,4/4/2013,10+ Miles
28322,9,Willie,Chen,7/18/1980,S,M,willie3@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,7547 Delta Fair Blvd.,,1 (11) 500 555-0121,4/4/2013,5-10 Miles
14307,3,Ross,Perez,12/3/1966,M,M,ross20@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,2816 Hemlock Drive,,1 (11) 500 555-0198,2/19/2013,5-10 Miles
14860,29,Arturo,Chande,6/14/1963,M,M,arturo40@adventure-works.com,40000,2,0,Partial College,Skilled Manual,0,2,7939 Bayview Court,,1 (11) 500 555-0148,4/18/2013,1-2 Miles
19610,2,Deborah,Andersen,6/19/1970,M,F,deborah17@adventure-works.com,90000,1,0,Bachelors,Professional,1,1,6002 Hickory Drive,Studio # 403,1 (11) 500 555-0161,4/30/2013,5-10 Miles
27980,3,Crystal,Hu,5/1/1982,M,F,crystal21@adventure-works.com,80000,0,0,Bachelors,Professional,0,4,6022 La Salle Ct.,,1 (11) 500 555-0126,5/16/2013,10+ Miles
29090,6,Lacey,Ye,2/18/1958,M,F,lacey22@adventure-works.com,20000,2,1,Partial High School,Clerical,0,2,8922 Preston Ct,,1 (11) 500 555-0144,8/27/2013,1-2 Miles
13622,10,Alan,Wang,11/4/1979,M,M,alan29@adventure-works.com,70000,0,0,Partial High School,Professional,1,4,9686 Willbrook Court,,1 (11) 500 555-0173,7/2/2012,10+ Miles
28481,16,Kristine,Moreno,7/14/1984,M,F,kristine7@adventure-works.com,10000,0,0,Partial College,Manual,1,1,3451 Meier Road,,1 (11) 500 555-0119,5/20/2013,2-5 Miles
12997,3,Nina,Xie,11/8/1973,M,F,nina3@adventure-works.com,60000,2,2,Bachelors,Professional,1,1,5666 Hazelnut Lane,,1 (11) 500 555-0115,7/5/2013,2-5 Miles
14214,7,Robyn,Munoz,12/23/1980,S,F,robyn5@adventure-works.com,90000,0,0,Bachelors,Professional,1,2,1640 Walter Way,,1 (11) 500 555-0167,8/14/2012,10+ Miles
28931,7,Darren,Jiménez,5/5/1981,M,M,darren27@adventure-works.com,80000,0,0,Bachelors,Professional,1,3,9161 Napa St.,,1 (11) 500 555-0159,6/17/2013,10+ Miles
23095,30,Gerald,Patel,5/21/1956,M,M,gerald32@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,1803 Potomac Dr.,,1 (11) 500 555-0118,6/18/2013,5-10 Miles
19572,21,Melissa,Bailey,4/17/1978,M,F,melissa38@adventure-works.com,80000,5,5,Graduate Degree,Management,1,3,7906 Clear,,1 (11) 500 555-0197,4/9/2013,0-1 Miles
23013,4,Louis,Yang,10/9/1951,M,M,louis43@adventure-works.com,20000,4,0,High School,Skilled Manual,0,2,7485 Lacassie Ave.,,1 (11) 500 555-0192,6/20/2013,1-2 Miles
11368,26,Edward,Miller,5/24/1984,S,M,edward28@adventure-works.com,10000,1,1,High School,Manual,0,0,598 Limeridge Drive,,1 (11) 500 555-0151,6/24/2011,1-2 Miles
19622,5,Roger,Yuan,6/24/1964,M,M,roger34@adventure-works.com,90000,2,0,Bachelors,Professional,1,1,3290 Lakewood Court,,1 (11) 500 555-0196,6/5/2013,5-10 Miles
27979,10,Ramon,Zeng,3/22/1977,M,M,ramon20@adventure-works.com,80000,0,0,Bachelors,Professional,1,4,426 San Rafael,,1 (11) 500 555-0111,8/2/2013,10+ Miles
12355,19,Monique,Ortega,3/19/1984,S,F,monique18@adventure-works.com,120000,0,5,Partial High School,Professional,1,4,5462 El Pintado Rd.,,1 (11) 500 555-0177,12/29/2011,10+ Miles
13009,35,Mindy,She,9/8/1970,M,F,mindy4@adventure-works.com,60000,3,3,Bachelors,Professional,1,1,448 Roanoke Dr.,,1 (11) 500 555-0174,9/17/2013,5-10 Miles
23317,31,Beth,Martin,5/14/1954,M,F,beth2@adventure-works.com,10000,2,1,Partial High School,Clerical,1,2,3229 Pembroke Dr.,,1 (11) 500 555-0164,9/20/2013,5-10 Miles
27580,18,Krista,Blanco,4/19/1975,M,F,krista15@adventure-works.com,80000,4,4,Graduate Degree,Management,1,0,4215 Greenhills Circle,,1 (11) 500 555-0198,10/6/2013,0-1 Miles
23315,38,Carmen,Chandra,12/20/1952,M,F,carmen6@adventure-works.com,30000,2,0,Partial College,Clerical,1,2,8537 Bayview Circle,,1 (11) 500 555-0190,10/27/2013,5-10 Miles
27588,6,Virginia,Chandra,5/13/1974,S,F,virginia3@adventure-works.com,70000,5,5,Bachelors,Professional,1,3,3120 Levee Rd.,,1 (11) 500 555-0141,11/23/2013,10+ Miles
11039,19,Marc,Martin,6/16/1954,M,M,marc3@adventure-works.com,30000,3,0,Partial College,Clerical,1,2,9353 Creekside Dr.,,1 (11) 500 555-0183,2/7/2011,5-10 Miles
24228,13,Terry,Xu,4/10/1950,S,M,terry8@adventure-works.com,20000,3,0,High School,Skilled Manual,0,2,5634 Haviland Place,,1 (11) 500 555-0114,11/11/2013,1-2 Miles
14100,39,Alisha,Xu,5/15/1952,M,F,alisha29@adventure-works.com,40000,2,0,Bachelors,Management,1,2,551 Almond Ave,,1 (11) 500 555-0178,6/12/2013,5-10 Miles
28929,23,Marie,Fernandez,2/8/1981,S,F,marie17@adventure-works.com,70000,0,0,Bachelors,Professional,0,3,1820 Adobe St,,1 (11) 500 555-0112,10/11/2013,10+ Miles
24230,16,Andres,Sharma,6/16/1955,M,M,andres6@adventure-works.com,20000,4,0,High School,Skilled Manual,1,2,4110 Hanson Lane,,1 (11) 500 555-0117,8/19/2013,5-10 Miles
28328,26,Kyle,Green,10/20/1961,M,M,kyle42@adventure-works.com,80000,2,0,Partial College,Skilled Manual,1,1,7980 Firestone Drive,,1 (11) 500 555-0189,12/2/2013,5-10 Miles
27705,25,Roger,Pal,11/8/1976,M,M,roger39@adventure-works.com,80000,5,5,Bachelors,Professional,1,4,744 Ohara Avenue,,1 (11) 500 555-0167,12/2/2013,1-2 Miles
28934,4,Ricardo,Nara,4/2/1980,M,M,ricardo16@adventure-works.com,70000,0,0,Bachelors,Professional,0,3,1942 Rock Island Drive,,1 (11) 500 555-0165,8/17/2013,10+ Miles
19569,28,Kellie,Torres,12/9/1978,M,F,kellie10@adventure-works.com,70000,5,5,Bachelors,Professional,1,4,3591 Pepperidge Way,,1 (11) 500 555-0140,8/17/2013,10+ Miles
12992,30,Ernest,Zeng,10/18/1979,M,M,ernest20@adventure-works.com,60000,2,2,Bachelors,Professional,1,1,4620 Kane Circle,,1 (11) 500 555-0128,3/23/2013,2-5 Miles
22974,33,Erika,Vazquez,11/14/1942,M,F,erika12@adventure-works.com,30000,2,0,Partial College,Clerical,1,2,216 Arnold Drive,,1 (11) 500 555-0178,3/23/2013,5-10 Miles
23077,14,Marvin,Hernandez,4/18/1952,M,M,marvin4@adventure-works.com,20000,4,0,High School,Skilled Manual,1,2,1019 Book Road,,1 (11) 500 555-0112,3/23/2013,5-10 Miles
27716,6,Albert,Ramos,9/29/1972,S,M,albert17@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,2,9993 Oak Grove Rd.,,1 (11) 500 555-0145,6/29/2013,5-10 Miles
27708,26,Katie,Goel,12/19/1969,S,F,katie22@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,2245 Fairfield Ave,,1 (11) 500 555-0153,8/31/2013,5-10 Miles
23312,25,Sheena,Lal,10/31/1952,S,F,sheena7@adventure-works.com,20000,4,0,High School,Skilled Manual,0,2,5333 D St.,,1 (11) 500 555-0194,9/6/2013,1-2 Miles
19575,19,Marco,Patel,2/20/1983,S,M,marco3@adventure-works.com,80000,5,5,Bachelors,Professional,1,3,6850 Monument Blvd.,,1 (11) 500 555-0140,3/7/2013,0-1 Miles
15120,34,Erika,Suarez,8/16/1981,M,F,erika16@adventure-works.com,70000,0,0,Bachelors,Professional,1,2,5160 Mt. Wilson Way,,1 (11) 500 555-0160,10/7/2012,10+ Miles
27591,3,Gerald,Serrano,2/13/1973,M,M,gerald24@adventure-works.com,70000,5,5,Bachelors,Professional,0,3,4107 St. Raphael Drive,,1 (11) 500 555-0118,12/21/2013,10+ Miles
28326,26,Carla,Lopez,5/1/1975,S,F,carla19@adventure-works.com,90000,2,0,Bachelors,Professional,1,1,7987 Seawind Dr.,,1 (11) 500 555-0139,2/13/2013,2-5 Miles
28936,21,Karla,Raje,6/20/1980,M,F,karla15@adventure-works.com,80000,0,0,Bachelors,Professional,1,3,6060 Sanford Street,,1 (11) 500 555-0148,3/13/2013,10+ Miles
15212,4,Marcus,Henderson,1/11/1967,M,M,marcus54@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,5979 La Corte Bonita,,1 (11) 500 555-0150,4/13/2013,5-10 Miles
19591,40,Derek,Raji,8/31/1969,S,M,derek19@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,2730 Dewing Lane,,1 (11) 500 555-0151,4/24/2013,5-10 Miles
29113,33,Alícia,Anand,11/23/1961,S,F,alícia18@adventure-works.com,80000,2,0,High School,Skilled Manual,0,2,2176 Apollo Way,,1 (11) 500 555-0159,4/24/2013,1-2 Miles
23096,11,Ashlee,Chande,11/23/1955,M,F,ashlee0@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,P.O. Box No. 2513,,1 (11) 500 555-0114,4/29/2013,5-10 Miles
24229,37,Pedro,Kapoor,12/2/1949,M,M,pedro1@adventure-works.com,20000,4,0,High School,Skilled Manual,1,2,9837 Larkwood Ct,,1 (11) 500 555-0118,5/23/2013,5-10 Miles
16343,17,Joel,Malhotra,2/17/1968,M,M,joel4@adventure-works.com,30000,3,0,High School,Skilled Manual,0,2,3711 Cambridge Drive,,1 (11) 500 555-0113,6/7/2013,1-2 Miles
28937,20,Tommy,Nath,4/11/1984,S,M,tommy15@adventure-works.com,80000,0,0,Bachelors,Professional,0,3,6076 Citrus Ave,,1 (11) 500 555-0111,6/22/2013,10+ Miles
27703,36,Meredith,Navarro,4/6/1965,S,F,meredith33@adventure-works.com,90000,1,0,Bachelors,Professional,0,1,7007 Cowell Rd.,,1 (11) 500 555-0135,6/22/2013,1-2 Miles
19608,9,Harold,Prasad,4/23/1982,M,M,harold6@adventure-works.com,80000,5,5,Bachelors,Professional,1,4,8784 Detroit Ave.,,1 (11) 500 555-0118,7/7/2013,1-2 Miles
23079,40,Justine,Ryan,5/10/1953,S,F,justine0@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,2342 Tahoe Place,,498-555-0100,7/7/2013,5-10 Miles
23078,29,Julio,Hernandez,6/13/1958,M,M,julio3@adventure-works.com,10000,2,1,Partial High School,Clerical,1,2,6804 Alovera Road,,1 (11) 500 555-0148,7/7/2013,5-10 Miles
23569,33,Vanessa,Price,11/3/1944,S,F,vanessa1@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,9425 Rolando Avenue,,1 (11) 500 555-0125,7/19/2013,5-10 Miles
23012,3,Mathew,Carlson,3/23/1952,M,M,mathew14@adventure-works.com,20000,4,0,High School,Skilled Manual,1,2,1566 Eagle Ct.,,1 (11) 500 555-0184,9/7/2013,5-10 Miles
13011,34,Anne,Ortega,11/1/1970,S,F,anne22@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,9327 Greenbrook Dr.,,1 (11) 500 555-0122,4/19/2012,0-1 Miles
13001,39,Clarence,Zhang,3/6/1975,S,M,clarence37@adventure-works.com,130000,1,0,Graduate Degree,Management,1,1,3093 Roland Drive,,1 (11) 500 555-0167,4/23/2012,0-1 Miles
13008,34,Alberto,Muñoz,7/5/1976,M,M,alberto8@adventure-works.com,60000,3,3,Bachelors,Professional,1,1,1962 Race Road,,1 (11) 500 555-0148,8/17/2013,0-1 Miles
28137,12,Kristi,Lopez,3/23/1975,S,F,kristi34@adventure-works.com,100000,1,0,Bachelors,Management,0,3,2390 Brodia Court,,1 (11) 500 555-0159,10/13/2013,0-1 Miles
23085,30,Ross,Subram,6/17/1959,M,M,ross13@adventure-works.com,20000,2,1,High School,Skilled Manual,1,2,4008 Charlotte Court,,1 (11) 500 555-0178,10/17/2013,5-10 Miles
11126,11,Shaun,Carson,10/5/1954,M,M,shaun16@adventure-works.com,10000,2,1,High School,Skilled Manual,0,2,57 Wolf Way,,1 (11) 500 555-0155,5/28/2011,0-1 Miles
13013,26,Vincent,Ye,5/8/1970,M,M,vincent9@adventure-works.com,60000,4,4,Bachelors,Professional,0,1,7509 San Cristobal,,1 (11) 500 555-0146,9/27/2013,0-1 Miles
28220,26,Kelsey,Xu,3/19/1972,S,F,kelsey4@adventure-works.com,80000,5,5,Bachelors,Professional,0,4,4769 Mt. View Dr.,,1 (11) 500 555-0196,11/16/2013,0-1 Miles
28925,5,Warren,Lu,10/1/1981,M,M,warren27@adventure-works.com,70000,0,0,Bachelors,Professional,1,2,8979 Adams Dr.,,1 (11) 500 555-0135,11/16/2013,10+ Miles
28932,8,Marshall,Ashe,8/23/1985,M,M,marshall42@adventure-works.com,70000,0,0,Bachelors,Professional,1,3,8200 Schenone Court,,1 (11) 500 555-0197,12/12/2013,10+ Miles
28924,32,Sydney,Washington,12/25/1981,S,F,sydney35@adventure-works.com,70000,0,0,Bachelors,Professional,0,2,1153 Loma Linda,,1 (11) 500 555-0116,12/22/2013,10+ Miles
